वयन,vayan
वयस्,vayas
वयस्क,vayask
वयसक्तता,vayaskătā
वयस्य,vayasyă
वयस्या,vayasyā
वयो,vayo
वरंडा,varaṇḍā
वरंच,varaṁcă
वर,var
वर,var
वरक़,varăq
वरक़ा,varqā
वरग़लाना,varGalānā
वरज़िश,varziś
वरण,varaṇ
वरणीय,varăṇīyă
वरदी,vardī
वरना,varnā
वरम,varam
वरला,varlā
वरा,varā
वराक,varāk
वराटक,varāṭak
वराणसी,varāṇasī
वरासत,varāsat
वराह,varāh
वरिष्ठ,variṣṭh
वरी,varī
वरी,varī
वरीयता,varīyătā
वरुण,varuṇ
वर्ग,varg
वर्ग़लाना,varGalānā
वर्गित,vargit
वर्गीकरण,vargīkaraṇ
वर्गीकृत,vargīkr̥t
वर्गीय,vargīyă
वर्चस्वी,varcasvī
वर्जन,varjan
वर्जना,varjănā
वर्जनीय,varjănīyă
वर्जित,varjit
वर्ण,varṇ
वर्णन,varṇan
वर्णनीय,varṇănīyă
वर्णित,varṇit
वर्ण्य,varṇyă
वर्तक,vartak
वर्तन,vartan
वर्तनी,vartănī
वर्तमान,vartămān
वर्ति,varti
वर्तिका,vartikā
वर्ती,vartī
वर्तुल,vartul
वर्धक,vardhak
वर्धन,vardhan
वर्धनी,vardhănī
वर्धमान,vardhămān
वर्धित,vardhit
वर्म,varm
वर्मा,varmā
वर्य,varyă
वर्वर,varvar
वर्ष,varṣ
वर्षण,varṣaṇ
वर्षा,varṣā
वर्षाना,varṣānā
वर्ही,varhī
वलय,valay
वलयित,valayit
वलवला,valvalā
वलवलाना,valvalānā
वलवलाहट,valvalāhaṭ
वला,valā
वलाक,valāk
वलाका,valākā
वलि,vali
वलित,valit
वली,valī
वली,valī
वल्कल,valkal
वल्गा,valgā
वल्द,vald
वल्दियत,valdiyat
वल्लभ,vallabh
वल्लभा,vallăbhā
वल्लाह,vallāh
वश,vaś
वशी,vaśī
वशीकरण,vaśīkaraṇ
वशीकृत,vaśīkr̥t
वशीभूत,vaśībhūt
वश्य,vaśyă
वसंत,vasant
वसंती,vasantī
वसती,vasătī
वसन,vasan
वसन,vasan
वसफ़,vasf
वसली,vaslī
वसवास,vasvās
वसवासी,vasvāsī
वसा,vasā
वसित,vasit
वसीक़ा,vasīqā
वसीयत,vasīyat
वसीला,vasīlā
वसुंधरा,vasundharā
वसु,vasu
वसुक,vasuk
वसुधा,vasudhā
वसूल,vasūl
वसूलना,vasūlnā
वसूली,vasūlī
वस्त,vast
वस्ति,vasti
वस्तु,vastu
वस्तुता,vastutā
वस्त्र,vastră
वस्ल,vasl
वह,vah
वह,vah
वहती,vahătī
वहन,vahan
वहम,vahm
वहमी,vahmī
वहला,vahlā
वहशत,vahśat
वहशियाना,vahśiyānā
वहशी,vahśī
वहशीपन,vahśīpan
वहशीपना,vahśīpanā
वहाँ,vahāṁ
वहाबी,vahābī
वहीं,vahīṁ
वही,vahī
वह्नि,vahni
वाँ,vāṁ
वांछनीय,vāñchănīyă
वांछनीयता,vāñchănīyătā
वांछा,vāñchā
वांछित,vāñchit
वांछी,vāñchī
वांशिक,vāṃśik
वा,vā
वा,vā
वा,vā
वा,vā
वाक,vāk
वाक्,vāk
वाक़ई,vāqaī
वाक़फ़ियत,vāqfiyat
वाक़या,vāqayā
वाक़यात,vāqayāt
वाक़िफ़,vāqif
वाक़फ़ियत,vāqfiyat
वाक़ै,vāqai
वाक्य,vākyă
वाग,vāg
वागुरिक,vāgurik
वाग्मिता,vāgmitā
वाग्मी,vāgmī
वाङ्,vāṅ
वाङमयी,vāṅmayī
वाच्,vāc
वाचक,vācak
वाचन,vācan
वाचनक,vācănak
वाचनिक,vācănik
वाचा,vācā
वाचाल,vācāl
वाचालता,vācālătā
वाचिक,vācik
वाची,vācī
वाच्य,vācyă
वाजपेयी,vājăpeyī
वाजिब,vājib
वाजिबी,vājibī
वाजी,vājī
वाटिका,vāṭikā
वाड़ा,vāṛā
वाड़ी,vāṛī
वाण,vāṇ
वाणिज्य,vāṇijyă
वाणी,vāṇī
वात,vāt
वातास,vātās
वातुल,vātul
वातूल,vātūl
वात्या,vātyā
वात्सल्य,vātsalyă
वाद,vād
वादक,vādak
वादन,vādan
वादा,vādā
वादित,vādit
वादित्र,vāditr
वादी,vādī
वादी,vādī
वादी,vādī
वाद्य,vādyă
वान,vān
वान,vān
वान्,vān
वान,vān
वानप्रस्थ,vānăprasth
वानर,vānar
वानरी,vānărī
वाना,vānā
वानेय,vāneyă
वापस,vāpas
वापसी,vāpsī
वापिका,vāpikā
वापिस,vāpis
वापी,vāpī
वाम,vām
वाम,vām
वामता,vāmătā
वामन,vāman
वामा,vāmā
वायक,vāyak
वायद,vāydā
वायन,vāyan
वायविक,vāyăvik
वायवीय,vāyăvīyă
वायव्य,vāyavyă
वायस,vāyas
वायु,vāyu
वारंट,vāraṇṭ
वार,vār
वार,vār
वार,vār
वार,vār
वारक,vārak
वारण,vāraṇ
वारदात,vārdāt
वारन,vāran
वारन,vāran
वारना,vārnā
वारफेर,vārpher
वारा,vārā
वारा,vārā
वाराणसी,vārāṇasī
वाराणसेय,vārāṇăseyă
वारान्यारा,vārānyārā
वाराफेरी,vārāpherī
वाराह,vārāh
वारि,vāri
वारित,vārit
वारिद,vārid
वारिदात,vāridāt
वारिस,vāris
वारी,vārī
वारुणी,vāruṇī
वार्ता,vārtā
वार्त्ता,vārttā
वार्तिक,vārtik
वार्धक्य,vārdhakyă
वार्षिक,vārṣik
वार्षिकी,vārṣikī
वाल,vāl
वाला,vālā
वाला,vālā
वालिद,vālid
वालिदा,vālidā
वालिदैन,vālidain
वावदूक,vāvădūk
वावदूकता,vāvădūkătā
वाष्प,vāṣp
वाष्पन,vāṣpan
वाष्पित,vāṣpit
वाष्पीकरण,vāṣpīkaraṇ
वाष्पीय,vāṣpīyă
वासंत,vāsant
वासंतिक,vāsantik
वासंती,vāsantī
वास,vās
वास,vās
वास,vās
वासन,vāsan
वासन,vāsan
वासना,vāsănā
वासर,vāsar
वासित,vāsit
वासित,vāsit
वासिल,vāṣil
वासी,vāsī
वासुकि,vāsuki
वासुदेव,vāsudev
वासोख़्त,vāsoḵẖt
वास्तव,vāstav
वास्तविक,vāstăvik
वास्तविकता,vāstăvikătā
वास्तव्य,vāstavyă
वास्ता,vāstā
वास्तु,vāstu
वास्ते,vāste
वाह,vāh
वाहक,vāhak
वाहन,vāhan
वाहवाही,vāhvāhī
वाहिनी,vāhinī
वाहियात,vāhiyāt
वाही,vāhī
वाह्य,vāhyă
वाह्य,vāhyă
विंदु,vindu
विंध्य,vindhyă
व़िशति,viṁśati
वि,vi
विकंपित,vikampit
विचक,vikac
विकट,vikaṭ
विकराल,vikărāl
विकर्ण,vikarṇ
विकल,vikal
विकलता,vikalătā
विकलांगता,vikalāṅgătā
विकला,vikalā
विकलाई,vikălāī
विकलित,vikalit
विकल्प,vikalp
विकल्पित,vikalpit
विकसना,vikasnā
विकसित,vikăsit
विकार,vikār
विकारी,vikārī
विकाल,vikāl
विकालता,vikālat
विकाश,vikāś
विकाशित,vikāśit
विकास,vikās
विकासित,vikāsit
विकिरण,vikiraṇ
विकीर्ण,vikīrṇ
विकृत,vikr̥t
विकृति,vikr̥ti
विकेंद्रीकरण,vikendrīkaraṇ
विक्रम,vikram
विक्रमी,vikramī
विक्रय,vikray
विक्रयक,vikrayak
विक्रयण,vikrayaṇ
विक्रयी,vikrayī
विक्रांत,vikrānt
विक्रांति,vikrānti
विक्रीत,vikrīt
विक्रेता,vikretā
विक्रेय,vikreyă
विक्षिप्त,vikṣipt
विक्षिप्तता,vikṣiptătā
विक्षिप्ति,vikṣipti
विक्षेप,vikṣep
विक्षेपण,vikṣepaṇ
विख्यात,vikhyāt
विख्याति,vikhyāti
विख्यापन,vikhyāpan
विख्यापित,vikhyāpit
विगंध,vigandh
विगत,vigat
विगति,vigati
विगलित,vigalit
विगुण,viguṇ
विगूढ़,vigūṛh
विग्रह,vigrah
विग्रही,vigrahī
विघटन,vighaṭan
विघटित,vighaṭit
विघात,vighāt
विघातक,vighātak
विघ्न,vighnă
विघ्नित,vighnit
विचक्षण,vicakṣaṇ
विचरण,vicaraṇ
विचरना,vicarnā
विचल,vical
विचलन,vicalan
विचलना,vicalnā
विचलित,vicalit
विचार,vicār
विचारक,vicārak
विचारण,vicāraṇ
विचारणा,vicārăṇā
विचारणीय,vicārăṇīyă
विचारना,vicārnā
विचारित,vicārit
विचारी,vicārī
विचार्य,vicāryă
विचिकिस्ता,vicikitsā
विचित्र,vicitr
विचित्रता,vicitrătā
विचित्रित,vicitrit
विच्छंदक,vicchandak
विच्छिन्न,vicchinn
विच्छुर,vicchur
विच्छुरित,vicchurit
विच्छेद,vicched
विच्छेदक,vicchedak
विच्छेदन,vicchedan
विच्छेदित,vicchedit
विछलना,vichalnā
विछोह,vichoh
विजन,vijan
विजनता,vijanătā
विजनन,vijanan
विजन्मा,vijanmā
विजय,vijay
विजया,vijayā
विजयी,vijayī
विजाति,vijāti
विजातीय,vijātīyă
विजित,vijit
विजेता,vijetā
विजेय,vijey
विज्ञ,vigyă
विज्ञता,vigyătā
विज्ञप्ति,vigyapti
विज्ञात,vigyāt
विज्ञाता,vigyātā
विज्ञान,vigyān
विज्ञानता,vigyānătā
विज्ञानी,vigyānī
विज्ञापक,vigyāpak
विज्ञापन,vigyāpan
विज्ञापना,vigyāpănā
विज्ञापनीय,vigyāpănīyă
विज्ञापित,vigyāpit
विटप,viṭap
विटपी,viṭăpī
विडंबन,viḍamban
विडंबना,viḍambănā
विडंबित,viḍambit
वितंडा,vitaṇḍā
वितत,vitat
वितति,vitati
वितथ,vitath
वितनु,vitanu
वितरक,vitarak
वितरण,vitaraṇ
वितरित,vitarit
वितर्क,vitark
वितर्क्य,vitarkyă
वितल,vital
वितस्ति,vitasti
वितान,vitān
वितृष्णा,vitr̥ṣṇā
वित्त,vitt
वित्तीय,vittīyă
विद्,vid
विदग्ध,vidagdh
विदग्धता,vidagdhătā
विदर,vidar
विदर,vidar
विदा,vidā
विदाई,vidāī
विदाय,vidāy
विदार,vidār
विदारण,vidāraṇ
विदारित,vidārit
विदित,vidit
विदीर्ण,vidīrṇ
विदुर,vidur
विदुषी,viduṣī
विदूर,vidūr
विदूष,vidūṣ
विदूषक,vidūṣak
विदूषण,vidūṣaṇ
विदेश,videś
विदेशी,videśī
विदेशीपन,videśīpan
विदेशीय,videśīyă
विदेह,videh
विद्ध,viddh
विद्यमान,vidyamān
विद्यमानता,vidyamānătā
विद्या,vidyā
विद्युज्,vidyuj
विद्युत्,vidyut
विद्युद्,vidyud
विद्युल्,vidyul
विद्रुम,vidrum
विद्रुप,vidrūp
विद्रोह,vidroh
विद्रोही,vidrohī
विद्वत्,vidvat
विद्वत्ता,vidvattā
विद्वन्,vidvan
विद्वान,vidvān
विद्वेष,vidveṣ
विद्वेषी,vidveṣī
विध,vidha
विधन,vidhan
विधना,vidhanā
विधर्म,vidharm
विधर्मी,vidharmī
विधवा,vidhăvā
विधवापन,vidhăvāpan
विधा,vidhā
विधाता,vidhātā
विधात्री,vidhātrī
विधान,vidhān
विधायक,vidhāyak
विधायन,vidhāyan
विधायिका,vidhāyikā
विधायी,vidhāyī
विधि,vidhi
विधिक,vidhik
विधिना,vidhinā
विधु,vidhu
विधुर,vidhur
विधेय,vidhey
विधेयक,vidheyak
विधेयता,vidheyătā
विध्वंस,vidhvaṃs
विध्वंसक,vidhvaṃsak
विध्वंसी,vidhvaṃsī
विध्वस्त,vidhvast
विनत,vinat
विनति,vinati
विनय,vinay
विनयी,vinayī
विनशन,vinaśan
विनशाना,vinaśānā
विनष्ट,vinaṣṭ
विनष्टि,vinaṣṭi
विनस,vinas
विनाथ,vināth
विनायक,vināyak
विनाश,vināś
विनाशक,vināśak
विनाशन,vināśan
विनाशित,vināśit
विनाशी,vināśī
विनाश्य,vināśyă
विनिंदित,vinindit
विनिपात,vinipāt
विनिमय,vinimay
विनिमेय,vinimeyă
विनियंत्रण,viniyantraṇ
विनियम,viniyam
विनियमन,viniyăman
विनियुक्त,viniyukt
विनियोग,viniyog
विनिर्देश,vinirdeś
विनीत,vinīt
विनीतता,vinītătā
विनीति,vinīti
विनोद,vinod
विनोदी,vinodī
विन्यास,vinyās
विपंची,vipañcī
विपक्ष,vipakṣ
विपक्षता,vipakṣătā
विपक्षी,vipakṣī
विपण,vipaṇ
विपणन,vipaṇan
विपत्ति,vipatti
विपथ,vipath
विपद्,vipad
विपदा,vipădā
विपन्न,vipann
विपन्नता,vipannătā
विपरीत,vipărît
विपरीतता,vipărîtătā
विपर्यय,viparyay
विपर्यस्त,viparyast
विपर्याय,viparyāy
विपर्यास,viparyās
विपल,vipal
विपाक,vipāk
विपिन,vipin
विपुल,vipul
विपुलता,vipulătā
विपुला,vipulā
विपुलाई,vipulāī
विप्र,vipr
विप्रतिपत्ति,vipratipatti
विप्रयुक्त,viprayukt
विप्रलंभ,vipralambh
विप्रलब्ध,vipralabdh
विप्लव,viplav
विप्लवी,viplavī
विफल,viphal
विफलता,viphalătā
विबुद्ध,vibuddh
विभक्त,vibhakt
विभक्ति,vibhakti
