ਆ,Á
ਸਾਂਉਕ,SÁṆUK
ਸਣੁਕਡ਼ਾ,SAṈUKṚÁ
ਸਨੂਣਾ,SÁNÚṈÁ
ਸਾਂਵਕ,SÁṆWAK
ਸਾਂਵਲਾ,SÁṆWALÁ
ਸਾਂਵਨੀਂ,SÁṆWANÍṆ
ਸਨਵਾਰ,SANWÁR
ਸੰਵਰਨਾ,SAṆWARNÁ
ਸਨਯਾਸ,SANYÁS
ਸਨਯਾਸੀ,SANYÁSÍ
ਸਪਾਸਾ,SAPÁSÁ
ਸਪਾਹ,SAPÁH
ਸਪਾਹੀ,SAPÁHÍ
ਸਪਾਈ,SAPÁÍ
ਸਪਾਇਆ,SAPÁIÁ
ਸਪੈਦ,SAPAID
ਸਪੈਦਾ,SAPAIDÁ
ਸਪੈਦੀ,SAPAIDÍ
ਸਪੈਲਾ,SAPAILÁ
ਸਪੈਲਣ,SAPAILAṈ
ਸਪਾਰਾ,SAPÁRÁ
ਸਪਾਰਸ,SAPÁRAS
ਸਪਾਰਸਣ,SAPÁRASAṈ
ਸਪਾਰਸੀ,SAPÁRASÍ
ਸਪਰਦਾ,SAPARDÁ
ਸਪਰਦਾਈ,SAPARDÁÍ
ਸਪਾਰੀ,SAPÁRÍ
ਸਪਰਸ,SAPARS
ਸਪਾਰੂ,SAPÁRÚ
ਸਪਾਸਪ,SAPÁSAP
ਸਪਤ,SAPAT
ਸਪਾਟਾ,SAPÁṬÁ
ਸਪੱਤਾ,SÁPÁYÁ
ਸਪਾਇਅ,SÁPAIÁ
ਸਪੇਦ,SAPED
ਸਪੇਦਾ,SAPEDÁ
ਸਪੇਦੀ,SAPEDÍ
ਸਪਫਾਲੀ,SAPFÁLÍ
ਸਪਿਆਧਾ,SAPIÁDHÁ
ਸਪਿਆਧਣ,SAPIÁDHAṈ
ਸਪਿਆਰੀ,SAPÍARÍ
ਸਪਿਆਰੂ,SAPIÁRÚ
ਸਪੋਲਾ,SAPOLÁ
ਸਪੋਲੀਅ,SAPOLÍÁ
ਸਪੋਲਯਾ,SAPOLYÁ
ਸੱਪ,SAPP
ਸੱਪਰ,SAPPAR
ਸੱਪਣੀ,SAPPṈÍ
ਸੱਪਸੀਹਣ,SAPPSÍHAṈ
ਸੱਪਸੀਹਣੀ,SAPPSÍHAṈÍ
ਸਪਰੋਤੀ੍,SAPROTRÍ
ਸਪਤ,SAPT
ਸਪਤਮੀ,SAPTMÍ
ਸਪੂਰਨ,SAPÚRAN
ਸਪੂਰਣ,SAPÚRAṈ
ਸਪੁਰਦ,SAPURD
ਸਪੁਰਦਗੀ,SAPURDAGÍ
ਸਪੁਰਦੀ,SAPURDÍ
ਸਪੂਤ,SAPÚT
ਸਪੁਤ,SAPUT
ਸਪੁੱਤ,SAPUTT
ਸਪੱਤ੍,SAPUTTAR
ਸਪੂਤਾਈ,SAPÚTÁÍ
ਸਰ,SAR
ਸਾਰ,SÁR
ਸਾਡ਼,SÁṚ
ਸਰਾ,SARÁ
ਸਰਾ,SARÁ
ਸਾਡ਼ਾ,SÁṚÁ
ਸਾਰਾ,SÁRÁ
ਸਰਾਬ,SARÁB
ਸਰਾਬਣ,SARÁBAṈ
ਸਰਾਬੀ,SARÁBÍ
ਸਰਾਧ,SARÁDH
ਸਰਾਫ,SARÁF
ਸਰਾਫੀ,SARÁFÍ
ਸਰਾਫਣੀ,SARÁFṈÍ
ਸਰਾਘਾ,SARÁGHÁ
ਸਰਾਹਗਾ,SARÁHGÁ
ਸਰਾਹਤ,SARÁHAT
ਸਰਹਿਡ਼ਾ,SARAHIṚÁ
ਸਰਾਹਣਾ,SARÁHṈÁ
ਸਰਾਹੁਣਾ,SARÁHUṈÁ
ਸਡ਼ਾਈ,SAṚÁÍ
ਸਰਐਈ,SARAÍ
ਸਰਾਇਰੀ,SARAIRÍ
ਸਰਾਜ,SARÁJ
ਸਰਾਜਾ,SARÁJÁ
ਸਰਾਜਗੀ,SARÁJGÍ
ਸਰਾਜੀ,SARÁJÍ
ਸਰਾਜਣੀ,SARÁJṈÍ
ਸਾਰਕ,SÁRAK
ਸਾਰਕਾ,SÁRAKÁ
ਸਡ਼ਾਕਾ,SAṚÁKÁ
ਸਰਾਲ,SARÁL
ਸਰਲ,SARAL
ਸਰਾਲਾ,SARÁLÁ
ਸਰਾਲੀ,SARÁLÍ
ਸਡ਼ਣ,SAṚAṈ
ਸਾਡ਼ਣ,SÁṚAṈ
ਸਰਨ,SARAN
ਸਰਾਂ,SARÁṆ
ਸਡ਼ਨ,SAṚAN
ਸਾਰੰਗ,SÁRAṆG
ਸਰੰਗਾ,SARAṆGÁ
ਸਾਰੰਗਾ,SÁRAṆGÁ
ਸਰੰਗੀ,SARAṆGÍ
ਸਾਰੰਗੀ,SÁRAṆGÍ
ਸਰੰਗੀਆ,SARAṆGGÍÁ
ਸਾਰੰਗੀਆ,SÁRAṆGGÍÁ
ਸਰੰਜਾਮ,SARAṆJÁM
ਸਰਾਪ,SARÁP
ਸਰਾਫ,SARÁPH
ਸਰਾਪਤ,SARÁPAT
ਸਰਾਪੀ,SARÁPÍ
ਸਰਾਪਿਤ,SARÁPIT
ਸਰਾਫਣਾ,SARÁPHṈÁ
ਸਰਾਪਣਾ,SARÁPṈÁ
ਸਰਾਰ,SARÁR
ਸਾਰਸ,SÁRAS
ਸਰਸ,SARAS
ਸਰਾਸ,SARÁS
ਸਰਾਸਰ,SAR
ਸਾਰਤ,SÁRAT
ਸਰਾਟਾ,SARÁṬÁ
ਸਰਾਊ,SARÁÚ
ਸਰੌਗੀ,SARAUGÍ
ਸਰਾਉਗੀ,SARÁUGÍ
ਸਰਾਉਂ,SARÁUṆ
ਸਰਾਉਣਾ,SARÁUṈÁ
ਸਡ਼ਾਉਣਾ,SAṚÁUṈÁ
ਸਰੌਥਾ,SARAUTHÁ
ਸਰਾਉਥੀ,SARÁUTHÍ
ਸਰੌਥਾ,SARAUTHÁ
ਸਰਾਵਾ,SARÁWÁ
ਸਰਾਵਾਂ,SARÁWÁṆ
ਸਰਵਾਣ,SARAWÁṈ
ਸਰਬ,SARB
ਸਰਬੱਗ,SARBAGG
ਸਰਬੱਗੀ,SARBAGGÍ
ਸਰਬੱਗੀ,SARBAGGÍ
ਸਰਬਾਲਾ,SARBÁLÁ
ਸਰਬਾਣ,SARBÁṈ
ਸਰਬਾਨਣੀ,SARBÁNAṈÍ
ਸਰਬੰਧ,SARBAṆDH
ਸਰਬੰਧਣ,SARBAṆDHAṈ
ਸਰਬੰਧੀ,SARBAṆDHÍ
ਸਰਬੰਗ,SARBAṆG
ਸਰਬੰਗਣ,SARBAṆGGAṈ
ਸਰਬੰਗੀ,SARBAṆGGÍ
ਸਰਬਾਣੀ,SARBÁṈÍ
ਸਰਬਤ,SARBAT
ਸਰਬਤੀ,SARBATÍ
ਸਰਬੱਤ,SARBATT
ਸਰਬੱਤ੍,SARBATTAR
ਸਰਚਾਉਣਾ,SARCHÁUṈÁ
ਸਰਚਣਾ,SARCHṈÁ
ਸਰਦ,SARD
ਸਰਦਾ,SARDÁ
ਸਾਰਦਾ,SÁRDÁ
ਸਰਦਾਈ,SARDÁÍ
ਸਰਦਲ,SARDAL
ਸਰਦਮੱਨ,SARDAMMAN
ਸਰਦਾਰ,SARDÁR
ਸਰਦਾਰੀ,SARDÁRÍ
ਸਰਦਾਰਣੀ,SARDÁRṈÍ
ਸਰਧਾ,SARDHÁ
ਸਰਧਾਲੂ,SARDHÁLÚ
ਸਰਦੀ,SARDÍ
ਸਰੇਈ,SAREÍ
ਸਰੇਰਾ,SARERÁ
ਸਰੇਸ,SARES
ਸਰੇਸ਼,SARESH
ਸਰੇਸਾ,SARESÁ
ਸਰੇਸਟ,SARESṬ
ਸਰੇਸ਼ਟ,SARESHṬ
ਸਰੇਉਡ਼ਾ,SAREUṚÁ
ਸਰੇਵਡ਼ਾ,SAREWAṚÁ
ਸਰਫਾ,SARFÁ
ਸਰਫਰਾਜ,SARAFRÁJ
ਸਰਫਰਾਜੀ,SARFRÁJÍ
ਸਰਗਾਹੀ,SARGAHÍ
ਸਰਗਮ,SARGAM
ਸਰਗਰਾੱ,SARGARRÁ
ਸਰਗਸ਼ਤ,SARGASHT
ਸਰਗਸਤ,SARGAST
ਸਰਗਤ,SARGAT
ਸਰਘੀ,SARGHÍ
ਸਡ਼੍ਹ,SAṚH
ਸਾਰਹਾ,SÁRHÁ
ਸਰਹਾਣਾ,SARHÁṈÁ
ਸਰਹਾਂਦੀ,SARHÁṆDÍ
ਸਰਹਾਉਂਦੀ,SARHÁUṆDÍ
ਸਾਡ਼੍ਹੀ,SÁṚHÍ
ਸਰਹਿਉਂ,SARHIUṆ
ਸਰਹੋਂ,SARHOṆ
ਸਰੀ,SARÍ
ਸਾਰੀ,SÁRÍ
ਸਾਰੀ,SÁRÍ
ਸਰਿਆਂ,SARIÁṆ
ਸਡ਼ਿਆਹਨ,SAṚIÁHAN
ਸਡ਼ਿਆਹਣ,SAṚIÁHAṈ
ਸਡ਼੍ਹਿਆਂਧ,SAṚIÁṆDH
ਸਰਿਆਰਾ,SARIÁRÁ
ਸਰੀਅਤ,SARÍAT
ਸਰੀਹ,SARĪH
ਸਰੀਹਨ,SARÍHAN
ਸਡ਼ਿਹਾਣ,SAṚIHÁṈ
ਸਰੀਹਿੰ,SARÍHIṆ
ਸਰੀਕ,SARÍK
ਸਰੀਕਾ,SARÍKÁ
ਸਰੀਕਤ,SARÍKAT
ਸਰੀਕਣੀ,SARÍKAṈÍ
ਸਰੀਨ,SARÍṈ
ਸਰੀਣਾ,SARÍṈÁ
ਸਰੀਂਦਿਗਾ,SARÍṆDIGÁ
ਸਰੀਂਧ,SARÍṆDH
ਸਡ਼ਿੰਗਾ,SAṚIṆGGÁ
ਸਰੀਂਹ,SARÍṆH
ਸਰੀਣੀ,SARÍṈÍ
ਸਰੀਰ,SARÍR
ਸਰਿਸ਼ਟ,SARISHṬ
ਸਰਿਸਟ,SARISṬ
ਸਰਿਸਤਾ,SARISTÁ
ਸਡ਼ਜਾਣਾ,SAṚJÁṈÁ
ਸਰਜਣਹਾਰ,SARJAṈHÁR
ਸਰਜਨਹਾਰ,SARJANHÁR
ਸਰਕ,SARK
ਸਡ਼ਕ,SAṚK
ਸਰਕਾ,SARKÁ
ਸਾਰਕਾ,SÁRKÁ
ਸਰਕਢਾ,SARKAḌHÁ
ਸਰਕੰਡਾ,SARKAṆḌÁ
ਸਰਕੱਪ,SARKAPP
ਸਰਕਾਰ,SARKÁR
ਸਰਕਡ਼ਾ,SARKAṚÁ
ਸਰਕਾਰੀ,SARKÁRÍ
ਸਰਕਰਦਾ,SARKARDÁ
ਸਰਕਾਉਣਾ,SARKÁUṈÁ
ਸਰਕਣਾ,SARKṈÁ
ਸਡ਼ਕਣਾ,SAṚKṈÁ
ਸਡ਼ਕਡ਼ਾ,SAṚKṚÁ
ਸਰਲੂ,SARLÚ
ਸਰਨ,SARN
ਸਰਮਾਕਲ,SARMÁKAL
ਮਰਸਾਊ,SARMÁÚ
ਸਰਮਾਉਣਾ,SARMÁUṈÁ
ਸਰਿਮੰਦਾ,SARMIṆDÁ
ਸਰਮਿੰਦਗੀ,SARMIṆDGÍ
ਸਰਮੋਕੁਸਰਮੀ,SARMOKUSARMÍ
ਸਰਨਾ,SARNÁ
ਸਾਰਨਾ,SÁRNÁ
ਸਡ਼ਣਾ,SAṚṈÁ
ਸਾਡ਼ਣਾ,SÁṚṈÁ
ਸਰਨਾਹ,SARNÁH
ਸਰਨਾਹੀ,SARNÁHÍ
ਸਰਨਾਈ,SARNÁÍ
ਸਰਨਾਇਚੀ,SARNÁICHÍ
ਸਰਨਾਮਾ,SARNÁMÁ
ਸਰਨਾਟਾ,SARNÁṬÁ
ਸਰਨਗਰ,SARNGAR
ਸਰੋ,SARO
ਸਰੋਆ,SAROÁ
ਸਰੋਦ,SAROD
ਸਰੋਫ,SAROF
ਸਰੋਹੀ,SAROHÍ
ਸਰੋਪਾ,SAROPÁ
ਸਰੋਸਰ,SAROSAR
ਸਰੋਤਾ,SAROTÁ
ਸਰੋਵਰ,SAROWAR
ਸਰਪ,SARP
ਸਰਪਾ,SARPÁ
ਸਰਪੈਂਚ,SARPAIṆCH
ਸਰਪਨਰਾ,SARPANRÁ
ਸਰਪਟ,SARPAṬ
ਸਰਪਤ,SARPAT
ਸਰਪਟਕ,SARPAṬKÁ
ਸਰਪੇਚ,SARPECH
ਸਰਫੋਂਕਾ,SARPHOṆKÁ
ਸਰਪੋਸ,SARPOS
ਸਰਪੋਸ਼,SARPOSH
ਸੱਰਾਫੀ,SARRÁFÍ
ਸੱਰਲ,SARRAL
ਸੱਰਿਨ,SARRIN
ਸੱਰੀ,SARRÍ
ਸੱਰਿ,SARRÍ
ਸੱਰਿਆ,SARRIÁ
ਸਰਸ,SARS
ਸਰਸਾ,SARSÁ
ਸਰਸਾਹੀ,SARSÁHÍ
ਸਰਾਸਾਈ,SARSÁÍ
ਸਰਸਾਮ,SARSÁM
ਸਡ਼ਸਡ਼ਾਟ,SAṚSAṚÁṬ
ਸਡ਼ਸਡ਼ਾਉਣਾ,SAṚSAṚÁUṈÁ
ਸਾਡ਼ਸੱਟਣਾ,SÁṚSAṬṬṈÁ
ਸਰਸੋਂ,SARSOṆ
ਸਰਤ,SART
ਸਰਤਾਉਣਾ,SARTÁUṈÁ
ਸਰਤਣਾ,SARTṈÁ
ਸਰੂ,SARÚ
ਸਰੁ,SARU
ਸਡ਼ੂ,SAṚÚ
ਸਾਡ਼ੂ,SÁṚÚ
ਸਰੁੰਗਾ,SARUṆGÁ
ਸਰੂਪ,SARÚP
ਸਰੂਰ,SARÚR
ਸਰੂਡ਼,SARÚṚ
ਸਰੂਰਾ,SARÚRÁ
ਸਰੂਤ,SARÚT
ਸਰਵ,SARW
ਸਰਵੱਗ,SARWAGG
ਸਰਵੱਗੀ,SARWAGGÍ
ਸਰਵਾਹ,SARWÁH
ਸਰਵਾਹਡ਼,SARWÁHṚ
ਸਰਵਾਕੱਦ,SARWÁKADD
ਸਰਵਲੀ,SARWALÍ
ਸਰਵਾਲੀ,SARWÁLÍ
ਸਰਵਨ,SARWAN
ਸਰਵਣ,SARWAṈ
ਸਰਵਾਣ,SARWÁṈ
ਸਰਵਾਣਣੀ,SARWÁṈAṈÍ
ਸਰਵਾਨੀ,SARWÁNÍ
ਸਰਵਾਰਨਾ,SARWÁRNÁ
ਸਰਵਰ,SARWAR
ਸਸ,SAS
ਸਾਸ,SÁS
ਸਸਾ,SASÁ
ਸਾਸਨ,SÁSAN
ਸਸਦਿਲ,SASDIL
ਸਸੀਅਰ,SASÍAR
ਸਸਕਣਾ,SASKAṈÁ
ਸਸਣਾ,SASṈÁ
ਸੱਸ,SASS
ਸੱਸਾ,SASSÁ
ਸੱਸੀ,SASSÍ
ਸੱਸੂ,SASSÚ
ਸਸਤ,SAST
ਸਸਤਾ,SASTÁ
ਸਸਤਾਈ,SASTÁÍ
ਸਸਤਰ,SASATR
ਸਾਸਤ੍,SÁSTAR
ਸਾਸਤਰੀ,SÁSTARÍ
ਸਾਸਤੀ੍,SÁSTRÍ
ਸਸਤਾਉਣਾ,SASTÁUṈÁ
ਸਸੁਰ,SASUR
ਸਤ,SAT
ਸਾਤਾ,SÁTA
ਸਤਾਬੀ,SATÁBÍ
ਸਤਾਹਟ,SATÁHAṬ
ਸਤਾਹਟਾ,SATÁHAṬÁ
ਸਤਾਹਰਾ,SATÁHRÁ
ਸਤਾਹਰੀ,SATÁHRÍ
ਸਤਾਹਸੀਆ,SATÁHSÍÁ
ਸਤਾਹਸੀਵਾਂ,SATÁHSÍWÁṆ
ਸਤਾਈ,SAṬÁÍ
ਸਤਾਈਆਂ,SATÁÍÁṆ
ਸਤਾਹੀਆਂ,SATÁHÍÁṆ
ਸਤਕ,SATAK
ਸਾਤਕ,SÁTAK
ਸਟਾਕਾ,SAṬÁKÁ
ਸਟਕਣਾ,SAṬAKṈÁ
ਸਟਨ,SAṬAN
ਸਤਾਨ,SATÁN
ਸਤਾਨੀ,SATÁNÍ
ਸਤਾਨਮਾ,SATÁNMÁ
ਸਤਨਵਾ,SATÁNWÁ
ਸਤਾਨਮਾਂ,SATÁNMÁṆ
ਸਤਾਨਵਾਂ,SATÁNWÁṆ
ਸਤਾਨਮੇਂ,SATÁNMEṆ
ਸਤਾਨਵੇਂ,SATÁNWEṆ
ਸਤਾਣਾ,SATÁṈÁ
ਸਤਾਰ,SATÁR
ਸਤਾਰਾਂ,SATÁRÁṆ
ਸਤਾਰੀਆ,SATÁRÍÁ
ਸਤਾਰਯਾ,SATÁRYÁ
ਸਤੱਤਰ,SATATTAR
ਸਤੱਤਰਾ,SATATTARÁ
ਸਤੱਤਰਿਆ,SATATTARIÁ
ਸਤਾਉਣਾ,SATÁUṈÁ
ਸਤੌਣਾ,SATAUṈÁ
ਸਟਾਉਣਾ,SAṬÁUṈÁ
ਸਤਾਵਰ,STÁWAR
ਸਤਾਵੀ,SATÁWÍ
ਸਾਥ,SÁTH
ਸਥ,SATH
ਸਥਾਈ,SATHÁÍ
ਸਥਲ,SATHAL
ਸਾਥਣ,SÁTHAṈ
ਸਾਥੀ,SÁTHÍ
ਸਤਹੱਤਰ,SATHATTAR
ਸਤਹੱਤਰਾ,SATHATTRÁ
ਸਠਾਉਣਾ,SAṬHÁUṆÁ
ਸਾਠੀ,SÁṬHÍ
ਸਥੋਈ,SATHOÍ
ਸਠਡ਼ਾ,SAṬHṚÁ
ਸਠਡ਼ੀ,SAṬHṚÍ
ਸਠਵਾਈ,SAṬHWÁÍ
ਸਠਵਾਉਣਾ,SAṬHWÁUṈÁ
ਸਤਿ,SATI
ਸਤੀ,SATÍ
ਸਤੀਰ,SATÍR
ਸਤੀਰੀ,SATÍRÍ
ਸਤਮਾਂ,SATMÁṆ
ਸਤਮਣਾ,SATMAṈÁ
ਸਤਮੀ,SATMÍ
ਸਤਣਾ,SATṈÁ
ਸਤੋਗੁਣ,SATOGUṈ
ਸਤਰੰਜ,SATRAṆJ
ਸਤਰੰਜੀ,SATRAṆJÍ
ਸਤਰਾਵਲਾ,SATRAWALÁ
ਸਤਰੂਨ,SATRÚN
ਸੱਟ,SAṬṬ
ਸੱਤ,SATT
ਸੱਤਾ,SATTÁ
ਸੱਟਣਾ,SAṬṬAṈÁ
ਸੱਤਰ,SATTAR
ਸੱਠ,SAṬṬH
ਸੱਥ,SATTH
ਸੱਠਾ,SAṬṬHÁ
ਸੱਥਰ,SATTHAR
ਸੱਠੀ,SAṬṬHÍ
ਸੱਠਣਾ,SAṬṬHṈÁ
ਸੱਠਣੀ,SAṬṬHṈÍ
ਸੱਥਣੀ,SATTHṈÍ
ਸੱਥਰਾ,SATTHRÁ
ਸੱਥਰੀ,SATTHRÍ
ਸੱਟੀ,SAṬṬÍ
ਸੱਤਿਆ,SATTIÁ
ਸੱਤ੍,SATTR
ਸੱਤ੍ੂ,SATTRÚ
ਸੱਤੂ,SATTÚ
ਸਾਟੂ,SÁṬÚ
ਸਤੂੰਗਡ਼ਾ,SATÚṆGṚÁ
ਸਤੂਤ,SATÚT
ਸਤੂਤਾ,SATÚTÁ
ਸਤੂਤੀਆਂ,SATÚTÍÁṆ
ਸਤਵਾਹਕ,SATWÁHAK
ਸਤਵਾਹਾਂ,SATWÁHÁṆ
ਸਤਵਾਂ,SATWÁṆ
ਸਤਵੰਜਾ,SATWAṆJJÁ
ਸੌ,SAU
ਸਾਊ,SÁÚ
ਸੌਚਲ,SAUCHAL
ਸੌਚੇਤ,SAUCHET
ਸੌਚੀ,SAUCHÍ
ਸੌਦਾ,SAUDÁ
ਸੌੱਦਾ,SAUDDÁ
ਸੌਦਾ,SAUDÁ
ਸੌਦਾਗਰ,SAUDÁGAR
ਸੌਦਾਗਰੀ,SAUDÁGARÍ
ਸੌਦਾਗਰਨੀ,SAUDÁGARNÍ
ਸੌਦਾਰਾ,SAUDÁRÁ
ਸੌਗੰਦ,SAUGAṆD
ਸਾਉਗੀ,SÁUGÍ
ਸੌਗੀ,SAUGÍ
ਸੌਹਡ਼,SAUHAṚ
ਸੌਹੇਂ,SAUHEṆ
ਸੌਹਰਾ,SAUHRÁ
ਸੌਹਰੀ,SAUHRÍ
ਸੌਹੁੰ,SAUHUṆ
ਸੌਜਗਾਰ,SAUJGÁR
ਸੌਜਣਾ,SAUJṈÁ
ਸਾਉਕਾ,SÁUKÁ
ਸੌਕਣ,SAUKAṈ
ਸੌਖ,SAUKH
ਸੌਖਾ,SAUKHÁ
ਸੌੱਖਾ,SAUKKHÁ
ਸੌਲ,SAUL
ਸਉਲ,SAUL
ਸੌਲਾ,SAULÁ
ਸਉਲਾ,SAULÁ
ਸਾਉਲਾ,SÁULÁ
ਸੌਮਫ,SAUMF
ਸੌਮਫਯਾ,SAUMFYÁ
ਸੌਮਪਣਾ,SAUMPṈÁ
ਸੌਣ,SAUṈ
ਸਾਉਣ,SÁUṈ
ਸੌਣ,SAUṈ
ਸੌਣਾ,SAUṈÁ
ਸੌਂਚਲ,SAUṆCHAL
ਸੌਚੀ,SAUṆCHÍ
ਸੌਂਫ,SAUṆF
ਸੌਹੇਂ,SAUHEṆ
ਸੌਂਣੀ,SAUṈÍ
ਸਾਉਣੀ,SÁUṈÍ
ਸੌਣੀ,SAUṈÍ
ਸੌਂਜੀ,SAUṆJÍ
ਸਾਉਂਕ,SÁUṆK
ਸੌਂਕ,SAUṆK
ਸੌਂਕਾ,SAUṆKÁ
ਸੌਂਕੀ,SAUṆKÍ
ਸੌਂਰਨਾ,SAUṆRNÁ
ਸੌਡ਼,SAUṚ
ਸਉਡ਼,SAUṚ
ਸੌਡ਼ਾ,SAUṚÁ
ਸਉਡ਼ਾ,SAUṚÁ
ਸੌਡ਼੍ਹ,SAUṚH
ਸੌਰਜਾਣਾ,SAURJÁṈÁ
ਸੌਰਣਾ,SAURṈÁ
ਸੌਤ,SAUT
ਸਉਤ,SAUT
ਸੌਤਰ,SAUTAR
ਸੌਤਾ,SAUTÁ
ਸੌਤਾ੍,SAUTRÁ
ਸੌਤਰੀ,SAUTRÍ
ਸਵਾ,SAWÁ
ਸਾਵਾ,SÁWÁ
ਸਵਾਬ,SAWÁB
ਸਵਾਦ,SAWÁD
ਸਵਾਧਾਨ,SAWÁDHÁN
ਸਾਵਧਾਨ,SÁWADHÁN
ਸਵਾਦੀ,SAWÁDÍ
ਸਵਾਹ,SAWÁH
ਸਾਵਾਹ,SÁWÁH
ਸਵਾਈ,SAWÁÍ
ਸਵਾਈ,SAWÁÍ
ਸਵਾਇਆ,SAWÁIÁ
ਸਵੈਈਯਾ,SAWAÍYÁ
ਸਵੱਯਾ,SAWAYYÁ
ਸਵਾਕ,SAWÁK
ਸਾਵਲ,SÁWAL
ਸਵਲ,SAWẠL
ਸਵਾਲ,SAWÁL
ਸਵਾਲੀ,SAWÁLÍ
ਸਵਾਲ,SAWÁL
ਸਾਵਲਾ,SÁWALÁ
ਸਵਾਲਣ,SAWÁLAṈ
ਸਵਾਲੀ,SAWÁLÍ
ਸਵੱਲਾ,SAWALLÁ
ਸਵੱਲਣ,SAWALLAṈ
ਸਵੱਲਾਵਨ,SAWALLÁWAN
ਸਵਲਡ਼ਾ,SAWALṚÁ
ਸਾਵਣ,SÁWAṈ
ਸਾਵਾਂ,SÁWÁṆ
ਸਵਾਂਦਰੀ,SAWÁṆDRÍ
ਸਵਾਂਗੀ,SAWÁṆGÍ
ਸਾਵਣੀ,SÁWAṈÍ
ਸਵਾਂਕ,SAWÁṆK
ਸਵਾਰ,SAWÁR
ਸਵਾਰੀ,SAWÁRÍ
ਸਵਾਰਨਾ,SAWÁRNÁ
ਸਵਾਸਣ,SAWÁSAṈ
ਸਵੱਤਨ,SAWATTAN
ਸਵਾਉਣਾ,SAWÁUṈÁ
ਸਵੱਯਾ,SAWAYYÁ
ਸਵੇਲ,SAWEL
ਸਵੇਲਾ,SAWELÁ
ਸਵੇਰ,SAWER
ਸਵੇਰਾ,SAWERÁ
ਸਵੇਲਾ,SAWELÁ
ਸਵੇਲੇ,SAWELE
ਸਵੇਰੇ,SAWERE
ਸਾਵੀ,SÁWÍ
ਸਾਵਿਲ,SÁWIL
ਸਵਿੱਤਲ,SAWITTAL
ਸਾਵਡ਼ੇ,SÁWṚE
ਸੱਵਡ਼,SAWWAṚ
ਸੱਵਿਡ਼,SAWWIṚ
ਸਾਯਾ,SÁYÁ
ਸਯਹਡ਼,SAYHAṚ
ਸੱਯਦ,SAYYAD
ਸੱਯਾਂ,SAYYÁṆ
ਸੱਯਰ,SAYYAR
ਸ4ਯਦਾਣੀ,SAYYDÁṈÍ
ਸੇ,SE
ਸੇਬ,SEB
ਸੇਬਾ,SEBÁ
ਸੇੱਬਾ,SEBBÁ
ਸੇਬਾਲ,SEBÁL
ਸੇਦ,SED
ਸੇਧ,SEDH
ਸੇਹ,SEH
ਸੇਹਡ਼ਾ,SEHṚÁ
ਸੇਹਡ਼ੀ,SEHṚÍ
ਸੇਈ,SEÍ
ਸੇਇਣ,SEIṈ
ਸੇਜ,SEJ
ਸੇਜਡ਼ੀ,SEJṚÍ
ਸੇਕ,SEK
ਸੇਖ,SEKH
ਸੇਖਣੀ,SEKHṈÍ
ਸੇਖੀ,SEKHÍ
ਸੇਕਣਾ,SEKṈÁ
ਸੇਲ,SEL
ਸੇਲਾ,SELÁ
ਸੇਲਾਈ,SELÁÍ
ਸੇਲਾਂ,SELÁṆ
ਸੇਲ੍ਹੀ,SELHÍ
ਸੇਲੀ,SELÍ
ਸੇਲਖਡ਼ੀ,SELKHAṚÍ
ਸੇਲੂ,SELÚ
ਸੇਮ,SEM
ਸੇਮਬਲ,SEMBAL
ਸੇਂਡਿਲ,SEṆḌIL
ਸੇਮੀਆਂ,SEMÍÁṆ
ਸੇਂ,SEṆ
ਸੇਨ,SEN
ਸੇਂਦ,SEND
ਸੇਂਧਾ,SEṆDHÁ
ਸੇਂਧੀ,SEṆḌHÍ
ਸੇਂਗਾ,SEṆGÁ
ਸੇਂਗੀ,SEṆGÍ
ਸੇਂਘਾ,SEṆGHÁ
ਸੇਂਗਰਾ,SEṆGRÁ
ਸੇਨੀ,SENÍ
ਸੇਂਜਾ,SEṆJÁ
ਸੇਂਜੀ,SEṆJÍ
ਸੇਂਜਣਾ,SEṆJṈÁ
ਸੇਨਸਫਾਈ,SENSAFÁÍ
ਸੇਂਸਰਪਾਲ,SEṆSARPÁL
ਸੇਂਉਕ,SEṆUK
ਸੇਂਉਂਕ,SEṆUṆK
ਸੇਂਥਾ,SEṆTHÁ
ਸੇਓ,SEO
ਸੇਪ,SEP
ਸੇਪੀ,SEPÍ
ਸੇਰ,SER
ਸੇਰ,SER
ਸੇਰਨਾ,SERNÁ
ਸੇਰਨੀ,SERNÍ
ਸੇਰੂ,SERÚ
ਸੇਰੂਆ,SERÚÁ
ਸੇਰਵਾ,SERWÁ
ਸੇਸਨਾਗ,SESNÁG
ਸੇਸਯਾਬਾਕੀ,SESYÁBÁKÍ
ਸੇਟ,SEṬ
ਸੇਤਾ,SETÁ
ਸੇਤਾਤਰੀ,SETÁTRÍ
ਸੇਤਭੇਤ,SETBHET
ਸੇਠ,SEṬH
ਸੇਠਣ,SEṬHAṈ
ਸੇਠਣੀ,SEṬHAṈÍ
ਸੇਤੀ,SETÍ
ਸੇਉ,SEU
ਸੇਊ,SEÚ
ਸੇਉਕ,SEUK
ਸੇਉਕਣੀ,SEUKṈÍ
ਸੇਉਕੀ,SEUKÍ
ਸੇਉਣ,SEUṈ
ਸੇਉਂਕ,SEUṆK
ਸੇਉਣੀ,SEUṈÍ
ਸੇਉਡ਼ਾ,SEUṚÁ
